"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","판매점영업면적"
"3170000","PHMH320223170035087500002","20220217","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 금천구 독산로80길 13, 1층 (독산동)","08555","GS25독산쌈지점","2022-02-17 10:12:52","I","2022-02-19 00:22:37.0","","191434.133067196    ","441004.915225775    ","49.2"
"3170000","PHMH320223170035087500003","20220224","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 금천구 두산로9길 18, 102호 (독산동)","08525","씨유 금천E스타점","2022-02-24 16:24:24","I","2022-02-26 00:22:49.0","","","","0"
"3170000","PHMH320223170035087500004","2022-03-16","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 금천구 벚꽃로 114, 씨엘빌딩 1층 (독산동)","08601","(주)코리아세븐 독산역본점","2023-06-29 10:13:15","U","2022-12-07 00:01:00.0","","190217.532209117","440365.053994237",""
"3170000","PHMH320223170035087500005","20220318","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 금천구 금하로24가길 4, 1층 (시흥동)","08644","지에스25 시흥별장점","2022-03-19 16:23:13","I","2022-03-21 00:22:35.0","","191851.767471121    ","438552.144226235    ","0"
"3170000","PHMH320223170035087500006","20220322","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 금천구 독산로 267, 1층 (독산동)","08577","지에스25 독산소망점","2022-03-22 13:36:05","I","2022-03-24 00:22:35.0","","191316.861370332    ","440944.037799841    ","0"
"3170000","PHMH320223170035087500007","20220418","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 금천구 벚꽃로 104, 독산역 롯데캐슬 B205호 (독산동)","08606","세븐일레븐 롯데타워점","2022-04-20 09:32:13","U","2021-12-03 22:02:00.0","","","",""
"3170000","PHMH320223170035087500008","20220503","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 금천구 시흥대로 315, 금천롯데캐슬골드파크4차 1층 122호 (독산동)","08608","씨유 롯데캐슬4차점","2022-05-03 15:42:54","I","2021-12-05 00:05:00.0","","","",""
"3170000","PHMH320223170035087500009","20220509","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 금천구 남부순환로 1424, A동 102호 (독산동)","08548","씨유 독산푸르지오","2022-05-11 16:29:57","I","2021-12-04 23:03:00.0","","191877.369882186","442036.01933436",""
"3170000","PHMH320223170035087500010","20220511","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 금천구 가산디지털1로 119, SK트윈테크타워 A동 103호 (가산동)","08589","지에스25 트윈테크점","2022-05-12 09:26:34","I","2021-12-04 23:04:00.0","","189575.815287955","441503.181731081",""
"3170000","PHMH320223170035087500011","20220518","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 금천구 시흥대로64길 13, 1층 (시흥동)","08626","(주)코리아세븐 금천희명점","2022-05-19 13:10:06","I","2021-12-04 22:01:00.0","","191165.584568416","439286.523513475",""
"3170000","PHMH320223170035087500012","20220530","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 금천구 시흥대로104길 20, 한스빌 (독산동)","08616","씨유 독산소비자점","2022-05-31 10:20:45","I","2021-12-06 00:02:00.0","","190976.938978625","440262.458085627",""
"3170000","PHMH320223170035087500013","20220830","","01","영업/정상","13","영업중","","","","","02-895-0731","","","서울특별시 금천구 독산동 1075-23","서울특별시 금천구 시흥대로80길 17(독산동)","08623","지에스25 금천햇빛점","2022-08-30 14:14:26","I","2021-12-09 00:01:00.0","","191137.687210463","439664.246872694",""
"3170000","PHMH320223170035087500014","20220902","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 1147 금천 롯데캐슬 골드파크 1차","서울특별시 금천구 벚꽃로 40, 114동 121호 (독산동, 금천 롯데캐슬 골드파크 1차)","08608","지에스25 뉴독산캐슬점","2022-09-02 13:42:30","I","2021-12-09 00:04:00.0","","190592.734583097","439737.220956785",""
"3170000","PHMH320223170035087500015","20221011","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 1150 금천 롯데캐슬 골드파크 2차","서울특별시 금천구 벚꽃로 30, 1층 104호 (독산동, 금천 롯데캐슬 골드파크 2차)","08608","씨유 금천롯데캐슬2차점","2022-10-11 15:08:29","I","2021-10-30 23:03:00.0","","190567.418315661","439569.401459017",""
"3170000","PHMH320223170035087500016","20221129","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 1143 이랜드해가든아파트","서울특별시 금천구 벚꽃로6길 3, 101동 지1층 비04호 (독산동, 이랜드해가든아파트)","08607","지에스(GS)25  금천해가든점","2022-11-29 17:32:06","I","2021-11-02 00:01:00.0","","190469.82773312","439877.19645392",""
"3170000","PHMH320223170035087500017","20221201","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 1071","서울특별시 금천구 시흥대로84마길 21, 1층 (독산동)","08620","지에스(GS)25 금천무지개점","2022-12-01 17:17:51","I","2021-11-02 00:03:00.0","","191170.286413376","440013.45036945",""
"3170000","PHMH320223170035087500018","20221208","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 293-21","서울특별시 금천구 범안로 1201, 1층 (독산동)","08585","지에스(GS25) 독산우시장점","2022-12-08 17:40:24","I","2021-11-01 23:00:00.0","","190665.281436474","440511.645366196",""
"3170000","PHMH320223170035087500019","20221209","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 984-18","서울특별시 금천구 시흥대로 93, 1층 (시흥동)","08639","씨유 시흥공구단지점","2022-12-09 17:46:42","I","2021-11-01 23:01:00.0","","191363.74501119","437811.811502379",""
"3170000","PHMH320223170035087500020","20221220","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 868-35","서울특별시 금천구 시흥대로80길 38, 1층 (시흥동)","08624","씨유 금천해피점","2022-12-21 08:50:31","I","2021-11-01 22:03:00.0","","191236.009620506","439687.082523556",""
"3170000","PHMH320233170035087500001","2023-01-18","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 999-47","서울특별시 금천구 시흥대로 235, 1층 (시흥동)","08614","지에스(GS)25시흥사거리점","2023-06-29 10:11:50","U","2022-12-07 00:01:00.0","","191092.203634373","439187.456371726",""
"3170000","PHMH320233170035087500002","2023-02-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 818-6","서울특별시 금천구 독산로24길 15, 1층 (시흥동)","08570","지에스(GS25)금천독산로점","2023-02-06 09:44:20","I","2022-12-02 00:08:00.0","","191681.829135164","439234.409010659",""
"3170000","PHMH320233170035087500003","2023-02-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 953 백운한비치3차","서울특별시 금천구 시흥대로26길 11, 103호,104호 (시흥동, 백운한비치3차)","08652","세븐일레븐 금천박미점","2023-02-07 09:46:10","I","2022-12-02 00:09:00.0","","191491.703495791","437773.047519431",""
"3170000","PHMH320233170035087500004","2023-02-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 992-20 웨스트밸리","서울특별시 금천구 시흥대로57길 5, 웨스트밸리 1층 108호 (시흥동)","08632","지에스(gs25)시흥웨스트점","2023-06-29 10:11:24","U","2022-12-07 00:01:00.0","","191117.342631944","438941.792191344",""
"3170000","PHMH320233170035087500005","2023-02-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 140-30","서울특별시 금천구 디지털로 204, 1층 (가산동)","08515","씨유(CU) 금천디지털로점","2023-02-22 16:19:38","I","2022-12-01 22:04:00.0","","190128.857602047","441826.039636087",""
"3170000","PHMH320233170035087500006","2023-03-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 878-9","서울특별시 금천구 독산로25길 35, 1층 (시흥동)","08625","지에스(GS25)시흥초교점","2023-03-16 10:27:16","I","2022-12-02 23:08:00.0","","191426.788441854","439264.894285779",""
"3170000","PHMH320233170035087500007","2023-03-28","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 936-5 효림빌딩","서울특별시 금천구 시흥대로 152, 효림빌딩 1층 (시흥동)","08649","씨유 박미삼거리점","2023-03-28 16:57:13","I","2022-12-02 21:00:00.0","","191407.500808559","438407.524174527",""
"3170000","PHMH320233170035087500008","2023-04-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 965-26","서울특별시 금천구 시흥대로150길 21 (독산동)","08539","지에스(GS25)독산한양점","2023-04-24 14:07:50","I","2022-12-03 22:06:00.0","","191093.134281747","441522.344996485",""
"3170000","PHMH320233170035087500009","2023-05-15","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 837-38","서울특별시 금천구 독산로 56, 1층 (시흥동)","08573","지에스25 은행나무사거리점","2023-06-29 10:10:01","U","2022-12-07 00:01:00.0","","191636.908720079","438913.547879145",""
"3170000","PHMH320233170035087500010","2023-05-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 1160 독산역 롯데캐슬","서울특별시 금천구 벚꽃로 100, 상가동 지하1층 6,7호 (독산동, 독산역 롯데캐슬)","08606","(주)코리아세븐 독산역롯데캐슬점","2023-05-23 16:32:32","I","2022-12-04 22:05:00.0","","190344.613056384","440178.834647149",""
"3170000","PHMH320233170035087500011","2023-06-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 1155 금천롯데캐슬골드파크3차","서울특별시 금천구 시흥대로 291, 310동 258호 (독산동, 금천롯데캐슬골드파크3차)","08608","세븐일레븐 금천롯데캐슬3차점","2023-06-08 17:01:06","I","2022-12-05 23:00:00.0","","190838.324818618","439761.362000391",""
"3170000","PHMH320233170035087500012","2023-06-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 1024","서울특별시 금천구 독산로73길 33, 1층 (독산동)","08581","지에스25 독산하이점","2023-06-22 17:01:46","I","2022-12-05 22:04:00.0","","191083.58993831","440629.014970872",""
